stock_code,stock_name,market_detail,market
003780,진양산업,KOSPI,KOSPI
123690,한국화장품,KOSPI,KOSPI
163560,동일고무벨트,KOSPI,KOSPI
363280,티와이홀딩스,KOSPI,KOSPI
007280,한국특강,KOSPI,KOSPI
003480,한진중공업홀딩스,KOSPI,KOSPI
004310,현대약품,KOSPI,KOSPI
012690,모나리자,KOSPI,KOSPI
001080,만호제강,KOSPI,KOSPI
002700,신일전자,KOSPI,KOSPI
267290,경동도시가스,KOSPI,KOSPI
001470,삼부토건,KOSPI,KOSPI
004150,한솔홀딩스,KOSPI,KOSPI
017900,광전자,KOSPI,KOSPI
002210,동성제약,KOSPI,KOSPI
264900,크라운제과,KOSPI,KOSPI
008260,NI스틸,KOSPI,KOSPI
004100,태양금속,KOSPI,KOSPI
016740,두올,KOSPI,KOSPI
002720,국제약품,KOSPI,KOSPI
011700,한신기계,KOSPI,KOSPI
002460,HS화성,KOSPI,KOSPI
002600,조흥,KOSPI,KOSPI
004890,동일산업,KOSPI,KOSPI
096775,SK이노베이션우,KOSPI,KOSPI
010770,평화홀딩스,KOSPI,KOSPI
069460,대호에이엘,KOSPI,KOSPI
044820,코스맥스비티아이,KOSPI,KOSPI
111380,동인기연,KOSPI,KOSPI
024900,덕양산업,KOSPI,KOSPI
227840,현대코퍼레이션홀딩스,KOSPI,KOSPI
023800,인지컨트롤스,KOSPI,KOSPI
023000,삼원강재,KOSPI,KOSPI
372910,한컴라이프케어,KOSPI,KOSPI
002990,금호건설,KOSPI,KOSPI
067830,세이브존I&C,KOSPI,KOSPI
014440,영보화학,KOSPI,KOSPI
005800,신영와코루,KOSPI,KOSPI
016090,대현,KOSPI,KOSPI
079980,휴비스,KOSPI,KOSPI
010040,한국내화,KOSPI,KOSPI
014710,사조씨푸드,KOSPI,KOSPI
071090,하이스틸,KOSPI,KOSPI
244920,에이플러스에셋,KOSPI,KOSPI
000180,성창기업지주,KOSPI,KOSPI
058860,KTis,KOSPI,KOSPI
001560,제일연마,KOSPI,KOSPI
032560,황금에스티,KOSPI,KOSPI
013520,화승코퍼레이션,KOSPI,KOSPI
009200,무림페이퍼,KOSPI,KOSPI
004540,깨끗한나라,KOSPI,KOSPI
051630,진양화학,KOSPI,KOSPI
014790,HL D&I,KOSPI,KOSPI
006370,대구백화점,KOSPI,KOSPI
047400,유니온머티리얼,KOSPI,KOSPI
006880,신송홀딩스,KOSPI,KOSPI
078000,텔코웨어,KOSPI,KOSPI
338100,NH프라임리츠,KOSPI,KOSPI
000590,CS홀딩스,KOSPI,KOSPI
004840,DRB동일,KOSPI,KOSPI
004770,써니전자,KOSPI,KOSPI
005960,동부건설,KOSPI,KOSPI
007590,동방아그로,KOSPI,KOSPI
011690,와이투솔루션,KOSPI,KOSPI
093240,형지엘리트,KOSPI,KOSPI
018500,동원금속,KOSPI,KOSPI
000910,유니온,KOSPI,KOSPI
005740,크라운해태홀딩스,KOSPI,KOSPI
004870,티웨이홀딩스,KOSPI,KOSPI
036580,팜스코,KOSPI,KOSPI
006090,사조오양,KOSPI,KOSPI
001260,남광토건,KOSPI,KOSPI
021820,세원정공,KOSPI,KOSPI
111110,호전실업,KOSPI,KOSPI
010960,삼호개발,KOSPI,KOSPI
000220,유유제약,KOSPI,KOSPI
004910,조광페인트,KOSPI,KOSPI
004720,팜젠사이언스,KOSPI,KOSPI
003925,남양유업우,KOSPI,KOSPI
011390,부산산업,KOSPI,KOSPI
129260,인터지스,KOSPI,KOSPI
031820,콤텍시스템,KOSPI,KOSPI
013700,까뮤이앤씨,KOSPI,KOSPI
013870,지엠비코리아,KOSPI,KOSPI
000230,일동홀딩스,KOSPI,KOSPI
004960,한신공영,KOSPI,KOSPI
072130,유엔젤,KOSPI,KOSPI
011300,성안머티리얼스,KOSPI,KOSPI
101140,인바이오젠,KOSPI,KOSPI
102280,쌍방울,KOSPI,KOSPI
003473,SK우,KOSPI,KOSPI
007980,TP,KOSPI,KOSPI
092440,기신정기,KOSPI,KOSPI
002140,고려산업,KOSPI,KOSPI
025750,한솔홈데코,KOSPI,KOSPI
016880,웅진,KOSPI,KOSPI
015020,이스타코,KOSPI,KOSPI
085310,엔케이,KOSPI,KOSPI
010660,화천기계,KOSPI,KOSPI
055490,테이팩스,KOSPI,KOSPI
481850,신한글로벌액티브리츠,KOSPI,KOSPI
006805,미래에셋증권우,KOSPI,KOSPI
091090,세원이앤씨,KOSPI,KOSPI
005750,대림B&Co,KOSPI,KOSPI
357250,미래에셋맵스리츠,KOSPI,KOSPI
009770,삼정펄프,KOSPI,KOSPI
004450,삼화왕관,KOSPI,KOSPI
001275,부국증권우,KOSPI,KOSPI
078935,GS우,KOSPI,KOSPI
003010,혜인,KOSPI,KOSPI
009180,한솔로지스틱스,KOSPI,KOSPI
002760,보락,KOSPI,KOSPI
003560,IHQ,KOSPI,KOSPI
004060,SG세계물산,KOSPI,KOSPI
075180,새론오토모티브,KOSPI,KOSPI
011230,삼화전자,KOSPI,KOSPI
090080,평화산업,KOSPI,KOSPI
041650,상신브레이크,KOSPI,KOSPI
155660,DSR,KOSPI,KOSPI
017040,광명전기,KOSPI,KOSPI
100220,비상교육,KOSPI,KOSPI
000890,보해양조,KOSPI,KOSPI
000850,화천기공,KOSPI,KOSPI
021050,서원,KOSPI,KOSPI
010640,진양폴리,KOSPI,KOSPI
033626,두산퓨얼셀1우,KOSPI,KOSPI
378850,화승알앤에이,KOSPI,KOSPI
092780,동양피스톤,KOSPI,KOSPI
465770,STX그린로지스,KOSPI,KOSPI
002795,아모레G우,KOSPI,KOSPI
009190,대양금속,KOSPI,KOSPI
023350,한국종합기술,KOSPI,KOSPI
037550,DL이앤씨2우(전환),KOSPI,KOSPI
023810,인팩,KOSPI,KOSPI
074610,이엔플러스,KOSPI,KOSPI
008870,금비,KOSPI,KOSPI
002410,범양건영,KOSPI,KOSPI
000650,천일고속,KOSPI,KOSPI
006740,영풍제지,KOSPI,KOSPI
027740,마니커,KOSPI,KOSPI
008250,이건산업,KOSPI,KOSPI
011420,갤럭시아에스엠,KOSPI,KOSPI
019180,티에이치엔,KOSPI,KOSPI
118000,메타케어,KOSPI,KOSPI
017180,명문제약,KOSPI,KOSPI
058730,다스코,KOSPI,KOSPI
001550,조비,KOSPI,KOSPI
001620,케이비아이동국실업,KOSPI,KOSPI
014990,인디에프,KOSPI,KOSPI
120115,코오롱인더우,KOSPI,KOSPI
007610,선도전기,KOSPI,KOSPI
008420,문배철강,KOSPI,KOSPI
019490,엑시큐어하이트론,KOSPI,KOSPI
004440,삼일씨엔에스,KOSPI,KOSPI
004410,서울식품,KOSPI,KOSPI
002360,SH에너지화학,KOSPI,KOSPI
069730,DSR제강,KOSPI,KOSPI
000725,현대건설우,KOSPI,KOSPI
004920,씨아이테크,KOSPI,KOSPI
005305,롯데칠성우,KOSPI,KOSPI
009320,아진전자부품,KOSPI,KOSPI
002220,한일철강,KOSPI,KOSPI
026940,부국철강,KOSPI,KOSPI
010600,웰바이오텍,KOSPI,KOSPI
002870,신풍,KOSPI,KOSPI
009835,한화솔루션우,KOSPI,KOSPI
003080,성보화학,KOSPI,KOSPI
134790,시디즈,KOSPI,KOSPI
025560,미래산업,KOSPI,KOSPI
002920,유성기업,KOSPI,KOSPI
308170,씨티알모빌리티,KOSPI,KOSPI
145270,케이탑리츠,KOSPI,KOSPI
008600,윌비스,KOSPI,KOSPI
025530,SJM홀딩스,KOSPI,KOSPI
123700,SJM,KOSPI,KOSPI
009810,플레이그램,KOSPI,KOSPI
006125,SK디스커버리우,KOSPI,KOSPI
357430,마스턴프리미어리츠,KOSPI,KOSPI
001290,상상인증권,KOSPI,KOSPI
023960,에쓰씨엔지니어링,KOSPI,KOSPI
006980,우성,KOSPI,KOSPI
446070,유니드비티플러스,KOSPI,KOSPI
028513,SK케미칼우,KOSPI,KOSPI
012280,영화금속,KOSPI,KOSPI
002880,대유에이텍,KOSPI,KOSPI
020760,일진디스플,KOSPI,KOSPI
009460,한창제지,KOSPI,KOSPI
014130,한익스프레스,KOSPI,KOSPI
003465,유화증권우,KOSPI,KOSPI
143210,핸즈코퍼레이션,KOSPI,KOSPI
012200,계양전기,KOSPI,KOSPI
012160,영흥,KOSPI,KOSPI
001210,금호전기,KOSPI,KOSPI
004270,남성,KOSPI,KOSPI
049800,우진플라임,KOSPI,KOSPI
003475,유안타증권우,KOSPI,KOSPI
024890,대원화성,KOSPI,KOSPI
005030,부산주공,KOSPI,KOSPI
145210,다이나믹디자인,KOSPI,KOSPI
005360,모나미,KOSPI,KOSPI
023150,MH에탄올,KOSPI,KOSPI
037550,DL이앤씨우,KOSPI,KOSPI
006570,대림통상,KOSPI,KOSPI
033250,체시스,KOSPI,KOSPI
013000,세우글로벌,KOSPI,KOSPI
090370,메타랩스,KOSPI,KOSPI
069640,한세엠케이,KOSPI,KOSPI
002820,SUN&L,KOSPI,KOSPI
033637,솔루스첨단소재1우,KOSPI,KOSPI
001140,국보,KOSPI,KOSPI
000215,DL우,KOSPI,KOSPI
006200,한국전자홀딩스,KOSPI,KOSPI
071950,코아스,KOSPI,KOSPI
000950,전방,KOSPI,KOSPI
005820,원림,KOSPI,KOSPI
011090,에넥스,KOSPI,KOSPI
133820,화인베스틸,KOSPI,KOSPI
003680,한성기업,KOSPI,KOSPI
005320,온타이드,KOSPI,KOSPI
024070,WISCOM,KOSPI,KOSPI
009140,경인전자,KOSPI,KOSPI
119650,KC코트렐,KOSPI,KOSPI
000760,이화산업,KOSPI,KOSPI
003535,한화투자증권우,KOSPI,KOSPI
004365,세방우,KOSPI,KOSPI
002420,세기상사,KOSPI,KOSPI
001070,대한방직,KOSPI,KOSPI
019175,신풍제약우,KOSPI,KOSPI
001465,BYC우,KOSPI,KOSPI
012170,아센디오,KOSPI,KOSPI
009310,참엔지니어링,KOSPI,KOSPI
001420,태원물산,KOSPI,KOSPI
014910,성문전자,KOSPI,KOSPI
019685,대교우B,KOSPI,KOSPI
002690,동일제강,KOSPI,KOSPI
003495,대한항공우,KOSPI,KOSPI
002070,비비안,KOSPI,KOSPI
001685,대상우,KOSPI,KOSPI
008775,호텔신라우,KOSPI,KOSPI
084870,TBH글로벌,KOSPI,KOSPI
010420,한솔PNS,KOSPI,KOSPI
005110,한창,KOSPI,KOSPI
030720,동원수산,KOSPI,KOSPI
000040,KR모터스,KOSPI,KOSPI
033626,두산퓨얼셀2우B,KOSPI,KOSPI
007120,미래아이앤지,KOSPI,KOSPI
088790,진도,KOSPI,KOSPI
044380,주연테크,KOSPI,KOSPI
015260,에이엔피,KOSPI,KOSPI
000499,롯데지주우,KOSPI,KOSPI
010400,우진아이엔에스,KOSPI,KOSPI
084670,동양고속,KOSPI,KOSPI
084695,대상홀딩스우,KOSPI,KOSPI
152550,한국ANKOR유전,KOSPI,KOSPI
025890,한국주강,KOSPI,KOSPI
108675,LX하우시스우,KOSPI,KOSPI
002355,넥센타이어1우B,KOSPI,KOSPI
005257,녹십자홀딩스2우,KOSPI,KOSPI
000075,삼양홀딩스우,KOSPI,KOSPI
001770,SHD,KOSPI,KOSPI
002025,코오롱우,KOSPI,KOSPI
009440,KC그린홀딩스,KOSPI,KOSPI
007815,코리아써우,KOSPI,KOSPI
000087,하이트진로2우B,KOSPI,KOSPI
035320,대덕전자1우,KOSPI,KOSPI
204210,스타에스엠리츠,KOSPI,KOSPI
025620,제이준코스메틱,KOSPI,KOSPI
004835,덕성우,KOSPI,KOSPI
033637,솔루스첨단소재2우B,KOSPI,KOSPI
001795,대한제당우,KOSPI,KOSPI
004105,태양금속우,KOSPI,KOSPI
140910,에이리츠,KOSPI,KOSPI
008500,일정실업,KOSPI,KOSPI
018064,한진칼우,KOSPI,KOSPI
001067,JW중외제약2우B,KOSPI,KOSPI
004255,NPC우,KOSPI,KOSPI
045014,코오롱모빌리티그룹우,KOSPI,KOSPI
003075,코오롱글로벌우,KOSPI,KOSPI
038380,LX홀딩스1우,KOSPI,KOSPI
005725,넥센우,KOSPI,KOSPI
145995,삼양사우,KOSPI,KOSPI
000225,유유제약1우,KOSPI,KOSPI
006345,대원전선우,KOSPI,KOSPI
001065,JW중외제약우,KOSPI,KOSPI
000806,대덕1우,KOSPI,KOSPI
168490,한국패러랠,KOSPI,KOSPI
004985,성신양회우,KOSPI,KOSPI
000885,한화우,KOSPI,KOSPI
026490,크라운제과우,KOSPI,KOSPI
000325,노루홀딩스우,KOSPI,KOSPI
045226,한화갤러리아우,KOSPI,KOSPI
001755,한양증권우,KOSPI,KOSPI
001515,SK증권우,KOSPI,KOSPI
090355,노루페인트우,KOSPI,KOSPI
007575,일양약품우,KOSPI,KOSPI
000145,하이트진로홀딩스우,KOSPI,KOSPI
014825,동원시스템즈우,KOSPI,KOSPI
005745,크라운해태홀딩스우,KOSPI,KOSPI
036328,티와이홀딩스우,KOSPI,KOSPI
008355,남선알미우,KOSPI,KOSPI
004545,깨끗한나라우,KOSPI,KOSPI
005965,동부건설우,KOSPI,KOSPI
000781,코리아써키트2우B,KOSPI,KOSPI
012205,계양전기우,KOSPI,KOSPI
000545,흥국화재우,KOSPI,KOSPI
014285,금강공업우,KOSPI,KOSPI
002995,금호건설우,KOSPI,KOSPI
009415,태영건설우,KOSPI,KOSPI
011155,CJ씨푸드1우,KOSPI,KOSPI
000227,유유제약2우B,KOSPI,KOSPI
014915,성문전자우,KOSPI,KOSPI
002787,진흥기업2우B,KOSPI,KOSPI
002785,진흥기업우B,KOSPI,KOSPI
004415,서울식품우,KOSPI,KOSPI
001527,동양2우B,KOSPI,KOSPI
001525,동양우,KOSPI,KOSPI
